 10           0,81659       -23,98         
 39,95        0,94822       -34,59         
 69,9         0,97444       -13,81         
 99,85        0,98177       20,32          
 129,8        0,97797       60,19          
 159,75       0,96683       102,10         
 189,7        0,95737       144,81         
 219,65       0,94629       -171,94        
 249,6        0,93215       -128,87        
 279,55       0,85698       -84,98         
 309,5        0,91862       -35,78         
 339,45       0,93313       9,04           
 369,4        0,9479        55,33          
 399,35       0,95494       103,06         
 429,3        0,97787       152,71         
 459,25       1,00879       -158,86        
 489,2        1,02021       -109,96        
 519,15       1,01813       -61,19         
 549,1        1,00719       -12,97         
 579,05       0,98653       35,18          
 609          0,96751       83,16          
 638,95       0,95112       131,55         
 668,9        0,93061       -179,91        
 698,85       0,90671       -130,99        
 728,8        0,90391       -81,81         
 758,75       0,91915       -34,31         
 788,7        0,93671       12,10          
 818,65       0,9575        58,52          
 848,6        0,97374       105,65         
 878,55       0,99727       153,91         
 908,5        1,02439       -156,80        
 938,45       1,0423        -107,44        
 968,4        1,05023       -58,28         
 998,35       1,04314       -9,89          
 1028,3       1,02357       37,42          
 1058,25      1,00236       84,76          
 1088,2       0,98314       131,99         
 1118,15      0,96459       179,68         
 1148,1       0,94885       -131,80        
 1178,05      0,94033       -83,13         
 1208         0,94216       -35,07         
 1237,95      0,95855       11,56          
 1267,9       0,98417       56,33          
 1297,85      1,00851       99,59          
 1327,8       1,02639       142,39         
 1357,75      1,03145       -174,48        
 1387,7       1,0215        -130,14        
 1417,65      0,99583       -84,38         
 1447,6       0,95548       -37,62         
 1477,55      0,91525       9,21           
 1507,5       0,88202       55,60          
 1537,45      0,85181       99,27          
 1567,4       0,82674       140,72         
 1597,35      0,80712       178,32         
 1627,3       0,78151       -148,82        
 1657,25      0,727         -123,28        
 1687,2       0,61738       -108,01        
 1717,15      0,49542       -104,58        
 1747,1       0,46768       -109,79        
 1777,05      0,55154       -104,97        
 1807         0,67794       -86,35         
 1836,95      0,78415       -58,54         
 1866,9       0,85017       -24,25         
 1896,85      0,88571       14,84          
 1926,8       0,89796       57,37          
 1956,75      0,90027       102,22         
 1986,7       0,9017        148,75         
 2016,65      0,90221       -163,36        
 2046,6       0,90195       -115,08        
 2076,55      0,90236       -66,74         
 2106,5       0,90464       -18,70         
 2136,45      0,91602       28,17          
 2166,4       0,93612       73,94          
 2196,35      0,96186       118,49         
 2226,3       0,99033       162,20         
 2256,25      1,01051       -153,91        
 2286,2       1,02019       -109,11        
 2316,15      1,01973       -63,07         
 2346,1       1,01089       -15,83         
 2376,05      0,99699       31,94          
 2406         0,98303       79,44          
 2435,95      0,96775       126,45         
 2465,9       0,9455        172,70         
 2495,85      0,91078       -142,01        
 2525,8       0,85433       -98,37         
 2555,75      0,74613       -58,82         
 2585,7       0,53379       -26,10         
 2615,65      0,1527        3,55           
 2645,6       0,2765        -175,94        
 2675,55      0,55273       -147,96        
 2705,5       0,7004        -115,95        
 2735,45      0,7907        -79,31         
 2765,4       0,85491       -39,27         
 2795,35      0,90605       3,26           
 2825,3       0,94485       47,27          
 2855,25      0,97208       92,12          
 2885,2       0,98578       137,53         
 2915,15      0,98486       -176,68        
 2945,1       0,97011       -129,62        
 2975,05      0,94197       -81,44         
 3005         0,90607       -32,69         
 3034,95      0,8644        15,43          
 3064,9       0,82206       60,76          
 3094,85      0,78082       101,21         
 3124,8       0,72996       134,69         
 3154,75      0,65731       158,99         
 3184,7       0,53677       171,90         
 3214,65      0,39          173,48         
 3244,6       0,294         162,85         
 3274,55      0,30073       147,29         
 3304,5       0,37148       143,88         
 3334,45      0,4054        152,61         
 3364,4       0,34641       168,05         
